Topaz, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Attired, Duchess, Short, in shape, Oval Face, Tan Skin, Chestnut Hair, Hazel Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Wedding Updo, full breasts, Faux gauge earrings, magenta metallic lipstick
Opal, Crystals that grow in clusters, creating a textured and multidimensional surface, Decked, Madam, Short, Narrow Hips, Round Face, Dark Skin, Red Hair, teal Eyes, Wide Nose, Thin Lips, Receding Chin, Long Hair, Coarse Hair, Messy Bun, small breasts, Threader earrings, red gloss lipstick
Malachite, A crystalized formation with sharp edges and intricate geometric patterns, Cloaked, Heiress, Short, Wide Hips, Heart-Shaped Face, Fair Skin, Light Brown Hair, aquamarine Eyes, Narrow Nose, Pouty Lips, Round Chin, Long Hair, Thick Hair, Triple Braided Crown, round breasts, , hot pink gloss lipstick
Iolite, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Covered, Heiress, Short, Lean, Diamond-Shaped Face, Olive Skin, Honey Blonde Hair, brown Eyes, Long Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Thick Hair, Braided Headband, small breasts, Drop earrings, terracotta velvet lipstick
Rhodochrosite, A cluster of crystals with a frost-like appearance, glistening like a winter wonderland, Covered, Miss, Short, Wide Hips, Diamond-Shaped Face, Fair Skin, Brunette Hair, amethyst Eyes, Wide Nose, Thin Lips, Sharp Chin, Shoulder-Length Hair, Fine Hair, Straight Updo, perky breasts, Threader earrings, peach satin lipstick
Onyx, A network of crystalized branches, capturing the beauty of nature's delicate formations, Appareled, Lady, Short, Slim, Heart-Shaped Face, Tan Skin, Strawberry Blonde Hair, Hazel Eyes with Green Flecks, Short Nose, Thick Lips, Prominent Chin, Long Hair, Fine Hair, Formal Braided Updo, perky breasts, Clip-on earrings, pink cream lipstick
Pearl, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Clothed in, Babe, Short, Athletic, Triangular Face, Fair Skin, Strawberry Blonde Hair, black Eyes, Narrow Nose, Thin Lips, Receding Chin, Long Hair, Straight Hair, Long Wavy Hair, natural breasts, Dangle earrings, hot pink metallic lipstick
Quartz, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Covered, Miss, Short, Athletic, Heart-Shaped Face, Dark Skin, White Hair, purple Eyes, [[Curved Nose]], Thin Lips, Prominent Chin, Shoulder-Length Hair, Curly Hair, Smooth Waves, large breasts, Huggie earrings, lavender cream lipstick
Peridot, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Adorned, Belle, Short, Toned, Triangular Face, Tan Skin, Platinum Blonde Hair, coral Eyes, Straight Nose, Full Lips, Round Chin, Long Hair, Fine Hair, Sleek Waves, small breasts, Drop earrings, lavender velvet lipstick
Agate, A network of crystalized branches, capturing the beauty of nature's delicate formations, Embellished, Enigma, Short, Slim, Oval Face, Olive Skin, Red Hair, dark brown Eyes, Narrow Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Sock Bun, perky breasts, Huggie earrings, coral cream lipstick
Quartz, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Festooned, Siren, Average Height, Toned, Triangular Face, Fair Skin, Dark Brown Hair, grey-blue Eyes, Short Nose, Full Lips, Receding Chin, Long Hair, Straight Hair, Bun, augmented breasts, Threader earrings, berry stain lipstick
Garnet, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Appareled, Trailblazer, Tall, Lean, Diamond-Shaped Face, Olive Skin, Silver Hair, gold Eyes, Long Nose, Full Lips, Round Chin, Long Hair, Coarse Hair, Bob with Bangs, saggy breasts, Drop earrings, black velvet lipstick
Rhodochrosite, A crystalized texture with a rough and faceted surface, displaying the raw beauty of natural minerals, Gowned, Temptress, Average Height, Narrow Hips, Oval Face, Fair Skin, White Hair, purple Eyes, Straight Nose, Full Lips, Prominent Chin, Long Hair, Curly Hair, Sleek Waves, asymmetrical breasts, Hoop earrings, green gloss lipstick
Rhodochrosite, A crystalized gem with facets that reflect and amplify light, creating a dazzling spectacle, Enveloped, Starlet, Tall, Wide Hips, Square Face, Fair Skin, Red Hair, grey Eyes, Straight Nose, Full Lips, Receding Chin, Long Hair, Coarse Hair, Braided Half Up, large breasts, Drop earrings, black cream lipstick
Lapis Lazuli, Crystals that form in druzy clusters, covering a surface with a blanket of sparkling beauty, Garbed, Starlet, Tall, Toned, Round Face, Tan Skin, Red Hair, blue Eyes, Short Nose, Pouty Lips, Receding Chin, Long Hair, Fine Hair, Curly Afro, soft breasts, Faux gauge earrings, rose stain lipstick
Aquamarine, Crystals that grow in elongated shapes, forming elegant and elongated prismatic structures, Clothed in, Phenom, Tall, Fit, Triangular Face, Tan Skin, Auburn Hair, amethyst Eyes, Wide Nose, Thin Lips, Receding Chin, Shoulder-Length Hair, Curly Hair, Beach Waves, firm breasts, Cuff earrings, brown velvet lipstick
Ruby, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Habited, Vixen, Short, Fit, Square Face, Dark Skin, Silver Hair, peach Eyes, Wide Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, Bob with Bangs, natural breasts, Stud earrings, mauve matte lipstick
Pearl, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Enveloped, Empress, Tall, Skinny, Diamond-Shaped Face, Tan Skin, Honey Blonde Hair, grey Eyes, Narrow Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Thick Hair, Bouncy Curls, firm breasts, Clip-on earrings, gloss metallic lipstick
Rhodochrosite, Crystals that grow in elongated shapes, forming elegant and elongated prismatic structures, Covered, Phenom, Average Height, Skinny, Triangular Face, Olive Skin, Golden Blonde Hair, ice blue Eyes, Wide Nose, Pouty Lips, Prominent Chin, Shoulder-Length Hair, Thick Hair, Frohawk, natural breasts, Hoop earrings, terracotta cream lipstick
Rhodochrosite, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Bedecked, Diva, Tall, Thin, Diamond-Shaped Face, Tan Skin, Black Hair, grey-blue Eyes, Long Nose, Thick Lips, Receding Chin, Long Hair, Straight Hair, Frohawk, soft breasts, Drop earrings, terracotta metallic lipstick
Amethyst, A crystalized formation with a iridescent shimmer, changing colors as the light strikes from different angles, Mantled, Babe, Short, in shape, Round Face, Tan Skin, Light Brown Hair, peach Eyes, Narrow Nose, Pouty Lips, Receding Chin, Long Hair, Straight Hair, Fauxhawk, perky breasts, Dangle earrings, terracotta matte lipstick
Aquamarine, Transparent crystals that refract light, casting beautiful prisms and rainbows, Donned in, Female Warrior, Average Height, Toned, Round Face, Tan Skin, Dark Brown Hair, blue Eyes, Long Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Bangs with Highlights, firm breasts, Threader earrings, brown matte lipstick
Alexandrite, A crystalized formation with sharp edges and intricate geometric patterns, Festooned, Lady, Short, Slim, Diamond-Shaped Face, Dark Skin, Light Brown Hair, Blue Eyes with Green Flecks, [[Curved Nose]], Thin Lips, Prominent Chin, Long Hair, Fine Hair, Four-Strand Braid, asymmetrical breasts, Faux gauge earrings, rose cream lipstick
Malachite, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Embellished, Seductress, Tall, Narrow Hips, Diamond-Shaped Face, Olive Skin, Silver Hair, black Eyes, Narrow Nose, Thick Lips, Round Chin, Shoulder-Length Hair, Fine Hair, Beach Waves, saggy breasts, Stud earrings, teal stain lipstick
Coral, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Draped, Luminary, Short, Narrow Hips, Heart-Shaped Face, Fair Skin, Chestnut Hair, coral Eyes, Short Nose, Thick Lips, Prominent Chin, Long Hair, Coarse Hair, Dutch Braid, round breasts, Drop earrings, green stain lipstick
Tanzanite, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Enrobed, Female Warrior, Short, Skinny, Round Face, Fair Skin, Golden Blonde Hair, Gray Eyes, Long Nose, Full Lips, Prominent Chin, Long Hair, Fine Hair, Messy Beach Waves, firm breasts, Huggie earrings, pink metallic lipstick
Tanzanite, Interlocking crystals that form a lattice-like structure, resembling a work of natural art, Garbed, Escort, Average Height, Athletic, Square Face, Dark Skin, Black Hair, brown Eyes, Straight Nose, Pouty Lips, Prominent Chin, Long Hair, Thick Hair, Messy Beach Waves, asymmetrical breasts, Dangle earrings, lavender stain lipstick
Labradorite, Crystals that grow in elongated shapes, forming elegant and elongated prismatic structures, Adorned with, Visionary, Tall, Narrow Hips, Diamond-Shaped Face, Fair Skin, Golden Blonde Hair, amethyst Eyes, [[Curved Nose]], Pouty Lips, Round Chin, Shoulder-Length Hair, Coarse Hair, High Ponytail, large breasts, Threader earrings, peach matte lipstick
Citrine, Crystals that grow in elongated shapes, forming elegant and elongated prismatic structures, Veiled, Miss, Average Height, Slim, Triangular Face, Dark Skin, Silver Hair, red Eyes, Wide Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Coarse Hair, Straight Bob, saggy breasts, Drop earrings, grape velvet lipstick
Amethyst, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Attired, Sensation, Short, Wide Hips, Round Face, Dark Skin, White Hair, red Eyes, Short Nose, Full Lips, Receding Chin, Shoulder-Length Hair, Straight Hair, Fringed Bangs, firm breasts, Clip-on earrings, pink sheer lipstick
Emerald, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Sporting, Vixen, Short, Lean, Diamond-Shaped Face, Fair Skin, Auburn Hair, black Eyes, Short Nose, Pouty Lips, Receding Chin, Long Hair, Thick Hair, Half Up Half Down, augmented breasts, Clip-on earrings, plum velvet lipstick
Obsidian, A crystalized specimen with a unique and rare formation, showcasing the wonders of mineralogy, Shrouded, Madam, Average Height, Lean, Diamond-Shaped Face, Olive Skin, Brunette Hair, turquoise Eyes, Wide Nose, Pouty Lips, Sharp Chin, Shoulder-Length Hair, Coarse Hair, Herringbone Braid, natural breasts, , violet sheer lipstick
Rhodochrosite, Crystals that form in druzy clusters, covering a surface with a blanket of sparkling beauty, Caparisoned, Songstress, Tall, Slim, Oval Face, Fair Skin, Honey Blonde Hair, grey-blue Eyes, Long Nose, Thick Lips, Receding Chin, Long Hair, Curly Hair, French Roll, full breasts, Clip-on earrings, magenta matte lipstick
Topaz, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Appareled, Queen, Average Height, Skinny, Heart-Shaped Face, Tan Skin, White Hair, black Eyes, Short Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Wavy Hair, Bouncy Curls, small breasts, Threader earrings, berry metallic lipstick
Obsidian, A crystalized formation with sharp edges and intricate geometric patterns, Clothed in, Female Warrior, Average Height, Toned, Square Face, Dark Skin, Black Hair, Gray Eyes, Straight Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Fine Hair, Low Updo, firm breasts, Cuff earrings, golden cream lipstick
Alexandrite, A crystalized surface with a smooth and glass-like texture, radiating an inner glow, Decked, Mistress, Average Height, Firm, Square Face, Olive Skin, Light Brown Hair, green Eyes, Wide Nose, Full Lips, Receding Chin, Long Hair, Wavy Hair, Afro, small breasts, , golden cream lipstick
Peridot, Delicate crystals that sparkle and catch the light, creating a mesmerizing display, Decked out, Temptress, Average Height, Fit, Triangular Face, Fair Skin, Black Hair, aquamarine Eyes, Wide Nose, Thick Lips, Prominent Chin, Shoulder-Length Hair, Straight Hair, Long Curled Updo, natural breasts, Dangle earrings, burgundy sheer lipstick
Rhodochrosite, A crystalized formation with sharp edges and intricate geometric patterns, Cloaked, Queen, Short, Slim, Triangular Face, Tan Skin, Golden Blonde Hair, Hazel Eyes with Green Flecks, Short Nose, Thin Lips, Round Chin, Shoulder-Length Hair, Wavy Hair, Blunt Cut Bangs, small breasts, Threader earrings, cream gloss lipstick
Hematite, Crystals that form in a radial pattern, emanating from a central point like a burst of energy, Swathed, Enigma, Short, Wide Hips, Heart-Shaped Face, Dark Skin, White Hair, peach Eyes, Wide Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Thick Hair, Herringbone Braid, soft breasts, Huggie earrings, brown gloss lipstick
Turquoise, Crystals that grow in clusters, creating a textured and multidimensional surface, Donned in, Sensation, Tall, Slim, Heart-Shaped Face, Olive Skin, Dark Brown Hair, yellow Eyes, [[Curved Nose]], Pouty Lips, Sharp Chin, Shoulder-Length Hair, Curly Hair, High Ponytail, augmented breasts, Huggie earrings, hot pink cream lipstick
Onyx, Crystals that grow in clusters, creating a textured and multidimensional surface, Vestured, Mistress, Tall, Fit, Diamond-Shaped Face, Olive Skin, Light Brown Hair, Hazel Eyes with Green Flecks, Short Nose, Thick Lips, Sharp Chin, Long Hair, Thick Hair, Ballerina Bun, full breasts, Faux gauge earrings, light pink gloss lipstick
Onyx, A network of crystalized branches, capturing the beauty of nature's delicate formations, Bedizened, Maven, Average Height, Fit, Oval Face, Tan Skin, Gray Hair, grey Eyes, Straight Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Straight Hair, Braided Updo, full breasts, Stud earrings, plum gloss lipstick
Topaz, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Adorned with, Superwoman, Tall, Narrow Hips, Triangular Face, Olive Skin, Auburn Hair, coral Eyes, Narrow Nose, Pouty Lips, Round Chin, Shoulder-Length Hair, Fine Hair, Sleek Bun, perky breasts, Dangle earrings, coral velvet lipstick
Aquamarine, A crystalized formation with sharp edges and intricate geometric patterns, Covered, Trailblazer, Tall, Wide Hips, Oval Face, Fair Skin, Chestnut Hair, peach Eyes, Narrow Nose, Full Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Tapered Afro, small breasts, Faux gauge earrings, soft pink stain lipstick
Ruby, An array of crystalized structures, each reflecting a spectrum of vibrant colors, Caparisoned, Queen, Average Height, Toned, Square Face, Olive Skin, Blonde Hair, pink Eyes, Long Nose, Pouty Lips, Receding Chin, Long Hair, Fine Hair, Beach Waves, round breasts, Clip-on earrings, terracotta sheer lipstick
Agate, Interlocking crystals that form a lattice-like structure, resembling a work of natural art, Wearing, Maven, Tall, Wide Hips, Heart-Shaped Face, Dark Skin, Gray Hair, Sapphire Eyes, Narrow Nose, Thin Lips, Receding Chin, Long Hair, Straight Hair, Fluffy Afro, full breasts, Stud earrings, grape matte lipstick
Emerald, Crystals that grow in clusters, creating a textured and multidimensional surface, Festooned, Vixen, Average Height, Firm, Diamond-Shaped Face, Fair Skin, Auburn Hair, Blue Eyes with Green Flecks, [[Curved Nose]], Full Lips, Sharp Chin, Long Hair, Thick Hair, Viking Braid, full breasts, Hoop earrings, cream velvet lipstick
Quartz, A crystalized structure with layers of intricate formations, resembling an otherworldly landscape, Gowned, Femme fatale, Average Height, Fit, Square Face, Olive Skin, Black Hair, Hazel Eyes with Green Flecks, Wide Nose, Thick Lips, Receding Chin, Shoulder-Length Hair, Wavy Hair, Sock Bun, small breasts, Faux gauge earrings, golden velvet lipstick
Aquamarine, Transparent crystals that refract light, casting beautiful prisms and rainbows, Sporting, Visionary, Short, Lean, Oval Face, Olive Skin, Red Hair, jade Eyes, Short Nose, Full Lips, Sharp Chin, Shoulder-Length Hair, Coarse Hair, High Chignon, soft breasts, Threader earrings, brown metallic lipstick
Jade, Intricate crystal formations that resemble frozen flowers, capturing the magic of nature, Caparisoned, Woman, Average Height, Toned, Square Face, Fair Skin, Brunette Hair, amber Eyes, Narrow Nose, Thin Lips, Prominent Chin, Shoulder-Length Hair, Fine Hair, Twisted Bun, asymmetrical breasts, Clip-on earrings, soft pink gloss lipstick
